,,,,,,
,,,,,,
,,,,,,
,Picture,UUID,Raw DAT💾,Object Name/Download💾,Type,Description (if available)
,,853AA87E-F2C441D4-8E4DF078-CA0E3AF2,817611917_DAT,"Renowned Blade - Dotanuki, Sheathed (Women)",Female Hands,A heavy-bodied blade with a thick blade body that can slash helmets in two. (Sheathed)\nAttacking Power: ★★★+[#Legal]
,,853BD069-FACD4E2B-8A9FFDDF-2862726C,2562142272_DAT,Flight,Minigame,
,,8547A11A-D387463B-B1B25265-3006F09C,2795070158_DAT,Anime Mech Suit Legs Male,Male Legs,Never need to be laundered. [#Legal]
,,85516F8E-3A414AA3-AB9DF587-458D57DD,3390529443_DAT,Silver Briefs_and_Towel Set (M),Male Outfits,"A set consisting of a pair of tight, silver swimming briefs and a towel of the same color worn around the neck.[#Legal]"
,,85692A96-538142AA-BF34FB5A-23321FA9,2923551109_DAT,Little Red Dress,Female Outfits,Make sure you have this elegant dress in your wardrobe because it is right for every occasion. [#Legal]
,,85768417-6EC94C7C-BFFA0EB7-83D7C0BB,2685115532_DAT,SOCOM 4 Schweitzer T-Shirt,Male Tors,Represent an elite force from SOCOM 4: U.S. Navy SEALs with this Schweitzer T-Shirt. [#Legal]
,,8586AAD8-ACAB430E-AF451668-B4248C86,2028291161_DAT,Drop Science Baggy Jeans - Cold,Male Legs,Low-riding baggy pants. [#Legal]
,,858F8061-49204147-8A91EF19-80528103,775605503_DAT,Sodium2 - Project Velocity Body Armour - Black (for Male),Male Tors,"Ultra lightweight and super tough, the Sodium2 - Project Velocity Range offers ultimate protection combined with anti-drag technology. [#Legal]"
,,8594BA75-CA7C49B4-91A99E34-C27EBC1C,784021678_DAT,Drey Stay Pressed Chinos - Cream,Male Legs,"Legendary sixties fashion reimagined by Drey. The crisp creases are still there, but the silhouette is sleek and modern. [#Legal]"
,,8596467B-EA904445-98C0BBC2-93439984,3609939260_DAT,Drey Peep Toe Heels - Leopard Print,Female Feet,An ideal gift for any occasion. [#Legal]
,,85991B1B-70EE4DC0-B20A54D1-26F502A6,569771268_DAT,Lace Skirt,Female Legs,A slim-fitting lacy skirt that brings vintage to modern times.[#Legal]
,,859CD7A4-0A2545B5-950992AE-69CB9AC7,3787155906_DAT,The 'Ronin Rabbit' Headgear (Male),Male Hat,Why look like a cute and fluffy bunny when you can join the evil side...it is a lot more fun! Won from the Aurora Collect-O-Rama game. [#Legal]
,,859D2A00-38B34C83-879A10D1-C9604440,3363005823_DAT,"Beautiful Eyes: Mismatched (Red + Sapphire Blue, Female)",Female Glasses,Coloured contact lenses that change the look of your eyes.\nType: Mismatched\nColor: Red + Sapphire Blue[#Legal]
,,85A12DB1-D1B14E90-B3B42996-2D9749E1,1468516079_DAT,Muddy Cyclist Jersey,Female Tors,
,,85A4093E-BB164200-B5035068-DF06DA0B,243362191_DAT,Hex Earring Right [F],Female JewelRightEar,A stylish hexagonal earring awarded for getting a 2x Chain in Hexalon.[#Legal]
,,85A64CEF-1D964115-B2E2DD31-0CAE7500,3230005108_DAT,The Petunia,Female Hair,Stylize with these fashionable hair-doos. [#Legal]
,,85A80DF3-91FB4903-93B7E215-327D9E5C,4083570914_DAT,Sodium2 Legendary Pilot Body Armour - Black (for Male),Male Tors,"Ultra lightweight and super tough, the Sodium2 Legendary Pilot Range offers ultimate protection combined with anti-drag technology. [#Legal]"
,,85B04E79-BF0A42E7-BB9550D3-96A11431,3589863643_DAT,Jewel Thief's Leggings - Copper (for Male),Male Legs,"Versatile clothing that won't look out of place at the Bazaar, or visiting the Sultan's Palace. [#Legal]"
,,85B133B3-57C14C0E-9154FBAF-931C1375,381719647_DAT,Diggy B Hipster Shoes (Male),Male Feet,You’re looking at the only pair of white high-tops with neon green highlights. [#Legal]
,,85B14849-AEA94EBE-A60E40FC-65DF93C3,94914872_DAT,Bride of Frankenstein Hair,Female Hat,"Ses cheveux sont parcourus pas un éclair, signe de son profond désespoir. [#Legal]"
,,85B2E3C0-F839486D-87008E47-8CC67A06,1172087072_DAT,Animated Cyborg Bodysuit,Male Outfits,A high-tech can opener of sorts. [#Legal]
,,85B35B17-63114690-B699E4AB-2F70A1EB,2494429225_DAT,Hip Hop moves volume 2,Animation,"Here come more Rapper dance moves! This collection contains 5 classic moves: the Reject, the Jerk, the Doggie, Fresh Hair and the Wobbly Leg! All moves are for both male and female avatars. This pack also contains a randomizer, chaining the moves one after the other, for a more varied effect![#Legal]"
,,85B40A46-F94D4232-8D557106-774A093C,154857641_DAT,Yacht Straw Hat,Female Hat,Personne ne saura que vous l'avez emprunté à un épouvantail! [#Legal]
,,85B538C6-90644841-BDE93CF7-8F23D09F,261776936_DAT,Shaggy Wolf Hairstyle (Men),Male Hat,"Sharp, shaggy hairstyle that leaves a strong impression.\nDefensive Strength: ★\nCoolness: ★★[#Legal]"
,,85C6F97B-FA954683-A1A342E7-3497DBBE,1715413552_DAT,Wrangler - V Cable Knit - Cordovan,Male Tors,Cordovan V cable knit pullover. [#Legal]
,,85D39161-1DCE4A0A-B39AF186-D631C726,1528433958_DAT,Mask-Crow-Billed Goblin (Female),Female Glasses,Mask of Japanese legendary ghost having the bill such as the crow[#Legal]
,,85D481F4-636C4DB2-95BD3F88-961ACB0B,864664720_DAT,Nis_Tops_Text001_f,Female Tors,文字Tシャツ「かにみそ！」（女性用）[#Legal]
,,85D4E5B8-80064747-A0593420-0460D43F,1404506188_DAT,SOCOM: FTB Snow Camo (Boots),Female Feet,Boots for snow camouflage. [#Legal]
,,85D51BCB-15C047BE-8E2869F1-CF8CD09D,3910654287_DAT,Canada Day 2010 T-Shirt (Male),Male Tors,A T-Shirt to celebrate Canada Day 2010
,,85E0CB05-8CC3453D-A2E3D52F-5C72CD8F,1161310973_DAT,Drey Belted Shorts - Orange,Female Legs,"Shorts with a front pleat detail and bright, contrasting belt. [#Legal]"
,,85EBAE89-2D724FEB-B9F6979E-6FB3126E,1031942472_DAT,Gold Carpet,Furniture,Why get marble floors when you can just get gold carpet for your home. [#Legal]
,,85ED7394-D2114331-8735F274-DFA73518,1615860923_DAT,"Red Heart-Shaped Sunglasses (Raised, F)",Female Glasses,A pair of heart-shaped sunglasses with red-tinted lenses.\n*Item is worn raised and can be selected from Glasses.[#Legal]
,,85EFEFD8-81E44B1F-BC86B3A6-BAA35E5B,3233195586_DAT,Strike Force Hero - Red,Male Outfits,Join the Strike Force! Defend the World! [#Legal]
,,85F00CD4-84C04ED7-BC9BF64A-B6CCDEF6,1594318701_DAT,Gran Turismo 5 My Chemical Romance Racing Suit,Male Outfits,"Exclusive Gran Turismo 5 My Chemical Romance Racing Suit.  Covers the torso, legs, and feet. [#Legal]"
,,85F279C5-63EC4855-AED74159-E4DF77C6,4118568891_DAT,Radec's Combat Boots,Male Feet,"Frequently used to crush those who opposed him, Colonel Radec's combat boots are fitted with custom-designed toe and heel guards. The high-grip soles are fashioned from a sound-absorbing synthetic polymer, which further enhanced Radec's already formidable stealth abilities. [#Legal]"
,,85F7CA01-B71747E9-85A490FE-26EE189B,4025585324_DAT,Homelings Head Extender (for Male),Male Hat,Now all Homelings can look just as the Mothership intended! [#Legal]
,,85F8ADB8-2E284547-86EA0BFD-02B398BA,1591748338_DAT,DC Universe™ Online Mask: Inspired by HARLEY QUINN,Male Hat,
,,85FDCB45-5F4A4D26-9E3D7C34-54743CAD,4154743885_DAT,Male bowling glove,Male Hands,"Si vous voulez avoir l'air d'un pro, il vous faut absolument un gant de bowling. [#Legal]"
,,85FE2E35-46794F13-B2E5A60B-E6A121D4,2032657267_DAT,"Titanium Shine Luxury Leather Handbag, Diamond Ring and Platinum Bracelet",Female Hands,"This beautiful handbag with pretty pearl and star charms, animated sparkling diamond ring and elegant Platinum bracelet can be worn with any torso element. Mix and match to find the perfect choice. [#Legal]"
,,85FF6F67-83964F5C-B47CECA2-E69054F8,2505407702_DAT,SuperSuit RaceOn!,Male Outfits,"Wow! Show those rippling muscles in this edgy black leather racing suit with flaming red and grey trim, keep your identity hidden, who is this mysterious racing driver? [#Legal]"
,,86013B62-7C0747DD-ADEE880E-32ADEEB2,4013948607_DAT,Male Medieval Armor,Male Tors,
,,860408BF-8ED24675-BDE9459E-80D7ABC8,1155463839_DAT,King Knuckles Bling,Male Hands,Vous saurez le Roi quand vous voyez le Bling. Le Roi Knuckles Bling. [#Legal]
,,860E7892-338D4610-88A372FC-518BB2CF,1937396737_DAT,Poker Tiara,Female Hat,Poker Tiara [#Legal]
,,8610A919-B9C34B71-8D5434F1-8CD54A7D,357285705_DAT,The Fornax Evolving Alien,Male Outfits,La bataille pour la planète Terre continue ! Rejoignez l’Armée de l’Invasion Extraterrestre pour mettre en échec la domination oppressive des Androïdes. Ce costume dévoilera en plus une forme de vie mystérieuse. [#Legal]
,,86123EE4-FF954B46-970C837E-4E7E104F,3100647572_DAT,Drey Dewdrop Earring - Green (Left Ear),Female JewelLeftEar,Drey's playful jewellery perfectly complements any bright and cheerful outfit. [#Legal]
,,86125FD5-A43345A5-9E98A946-0C4C81EC,1960212533_DAT,Indiscriminate,Male Tors,Billabong Indiscriminate v-shirt in indigo. [#Legal]
,,86169732-60F6468B-97A3EE8A-BC4367F7,1437726188_DAT,Stage 2 Sofa,Furniture,A three-seat beige sofa. [#Legal]
,,861A20C9-39E04748-A7C86BA0-25E3754D,2047962476_DAT,"School Uniform Jacket (Black, Men)",Male Tors,Serious-looking black school uniform jacket.\nYouthness:★★★\nDefensive Strength:★[#Legal]
,,861F16D4-ED004B70-8074C686-E3741BC3,1797444833_DAT,Street Fighter® X Tekken® - Nina Gloves,Female Hands,You've demanded (and received) satisfaction. You've been handed a reward. [#Legal]
,,8620DC2C-69AC4C7B-9A17D378-FA66D7CB,2826948081_DAT,Military Uniform Shoes,Female Feet,
,,862129B8-DFF94EAE-8E7F9666-3EC66EBA,643377653_DAT,S.A.R.A. Rapid Transport,Minigame,S.A.R.A. Rapid Transport [#Legal]
,,8629F129-7560429C-BF0A1429-7EE4115D,463661003_DAT,Gunslinger Hat (Male),Male Hat,This cowboy hat has weathered the heat of the desert. [#Legal]
,,863BEF44-87EE47B9-84104A85-77B24707,621930207_DAT,Guayabera Shirt,Male Tors,
,,863ECC62-F4104D4E-BE5F4498-6FF6E831,2680291051_DAT,Secret Agent Dual Wielding Guns,Male Hands,Secret Agent Dual Wielding Guns [#Legal]
,,86499662-3ECE472D-99FBDDD2-440BA3BC,3533634728_DAT,"Lace turnic (White, Women)",Female Tors,Female01_Torso_A5_Ustudent_20
,,865CBA8C-FED44738-A82F4BE7-3C8CBCBE,267442184_DAT,"Cosmetics Pouch &amp; Bracelet (White &amp; Silver, Women)",Female Hands,"A small pouch held in the right hand, and a bracelet worn on the left wrist.\nGorgeousness: ★[#Legal]"
,,8676E135-8DED4837-817F5751-3C3947BE,1670798403_DAT,Sodium Parrot Feather Earring (Right Ear),Female JewelRightEar,Fashion earrings with a Sodium twist. [#Legal]
,,867BF6C5-49274638-9471EEBA-A54B2381,3058605926_DAT,Mercian Fighter Taloc Wristguards and Amulet (Female),Female Hands,Fighter Armour is strong enough to withstand attack yet light enough to allow the fighter to avoid incoming peril. [#Legal]
,,867D759A-F29545F7-9D835BEA-FF681FC6,910617625_DAT,Marine - Medium Assault Helmet,Male Hat,Medium armour offers good protection and moderate weight penalties. [#Legal]
,,86815139-09624C46-98744CA5-2A7796F7,3167636336_DAT,Tachmag Blaster - Male,Male Hands,"No sidearm is as trusty as the Votan made Tachmag Blaster. With a shower of tachyon munitions, it will blaze a path through any frontier horde.  No ark hunter travels unarmed, and with this blaster at your side you can travel the new frontier of Defiance with confidence! [#Legal]"
,,8683ED5B-DCE74E5A-863F937F-26BA3347,2239421571_DAT,"Roller Skate Shoes, Inline Type (Pink, Women)",Female Feet,Shoes outfitted for Inline Type Roller Skates.\nDefensive Strength: ★[#Legal]
,,86886805-D17E498E-B2319EF3-DC824449,1608998554_DAT,Evil Dragon Wings (For Female),Female Hands,"In the battle of the wings will you fight for good, or for evil? (Hand item)[#Legal]"
,,8693A59F-4869455A-9A4A792C-0B2B95B6,725941164_DAT,Sark's Gloves,Female Hands,"Assisting with the camouflaged look, while also providing minimal protection for the hands. [#Legal]"
,,869AEA2D-A31B467E-B61BA2A4-4C7A05EC,2983435597_DAT,x7 Red Carpet,Other,Welcome to the red carpet of x7! Let's ditch the paparazzi at the door and head up for a good time. [#Legal]
,,869D506B-87A34618-8CCDF4CB-BBECFBF9,1127668041_DAT,Female sailor shoes,Female Feet,Des chaussures à talon rouges à porter impérativement avec des bas blancs. [#Legal]
,,86AFF214-AC5C4113-BFA581AD-CA005773,2581286455_DAT,Bell Ringer Prize 10,Male Tors,Bell Ringer Prize 10
,,86B97E49-3C9A4601-AAB8E425-F35725CD,2296705583_DAT,"School Uniform Pants (Black, Men)",Male Legs,Black school uniform pants that don't show dirt or stains.\n Youthness:★★★\nDefensive Strength:★[#Legal]
,,86B9F759-82734D69-B8CB38AF-E937C0D4,1461889513_DAT,LMO - Beast Mounts - Big Cat (Black),Locomotion,この神話世界の野獣の背にまたがれば、敵は恐れをなして逃げ出すでしょう。\n\n※このアイテムを装備する事で、移動スピードがアップします。移動中に□ボタンを押す事で、さらに早く移動できるようになります。\n移動速度アップ：◆◆◆～◆◆◆◆◆\nLMO（ロコモーション）はポータブルアイテムです。 [#Legal]
,,86BDEBB1-39274C41-997343D2-C0219A31,115280064_DAT,Billabong - Hook &amp; Sinker Tank - Jade Heather,Male Tors,Blue tank top with swordfish design. [#Legal]
,,86C9BC91-750F4A51-83FC2A2F-DBB8F50A,669507615_DAT,M. Bison Wig,Male Hat,"Feel like M. Bison from Street Fighter IV with this deliciously evil wig! Show off your Shadaloo pride!　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　Street Fighter IV © CAPCOM U.S.A., Inc.[#Legal]"
,,86CCF47B-BD664D04-8C3BBD14-1F7E69D1,376424527_DAT,Billabong - Sammy Halter - Aquamarine - Top (Women),Female Tors,Slide-halter bikini top with macramé detail. [#Legal]
,,86CDB1F7-642D4D26-8B32CF79-9D6BB859,2487810069_DAT,"Star Earring (Left Ear, Women)",Female JewelLeftEar,Large star-shaped earring.\nMagic Power: ★[#Legal]
,,86D38282-063246B8-A03021CD-9DB1B9E5,4092958194_DAT,Go Sneakers,Male Feet,
,,86D6831F-6BC14105-BA8DC0FF-65C53787,910919213_DAT,Lost Planet 2 NEVEC Soldier Gloves (for Male),Male Hands,Protect yourself from whatever E.D.N III throws at you with this piece of NEVEC armour. [#Legal]
,,86DDCD2E-D2964240-B73653DD-6361AD4F,363493200_DAT,Male01_Torso_Qoreshirt_black,Male Tors,
,,86E4AF50-C195422C-8E35A2FA-F0159081,3832556996_DAT,SR: TT Logo Shirt,Female Tors,"Your earned this Saints Row: The Third shirt, now wear it with pride. [#Legal]"
,,86E53550-36764FD1-90AF80BA-D69E8AA0,3768217342_DAT,Demon Hunter Cloak (Female),Female Tors,"This cloak is more than just stylish armor. It is also a storehouse of death to deal at your leisure. Now, where did you put those poison-tip daggers?[#Legal]"
,,86E8A90D-37D2428B-926EA000-A03E4619,3638161768_DAT,Purple Dauber (Female),Female Hands,Give your board a unique look with this Purple colored dauber. [#Legal]
,,86ED56D2-2011449A-8317D387-E098C273,2138852141_DAT,PlayStation®Move motion controller Outfit Animated,Male Outfits,PlayStation®Move motion controller Emote suit. [#Legal]
,,86F47DA4-55334A0C-819F298A-59213A07,982692285_DAT,Storm's Song,Male Outfits,"They say that there is a calm before the storm, and if you listen closely, you can hear its plight before it strikes.  Convey your sentiment with this turbulent design.  Full set includes back, chest, leg and arm tattoos. [#Legal]"
,,86F4D3B8-DE99472D-86ADDE1A-F29DBC86,1303288356_DAT,Thunderbird Allie Pin-up Girl,Female Outfits,"Do you want a ticket to ride with Thunderbird Allie?  This sexy retro pin-up biker babe will stun the crowds! As a full character costume, she comes with a barely-there patent leather gray biker suit, boots, hat and is covered in awe inspired tattoos that will leave you wondering what's under ""there"".  To top it off, Allie's custom walk, run and pose animations are sure to be a crowd pleaser! [#Legal]"
,,8704D8B1-C97A4E15-9E3E822E-1C1499DE,2970641645_DAT,Cowboy Blue Stonewash Denim Jeans,Male Legs,"Dressing up or dressing down? Either way, these are the jeans. [#Legal]"
,,8704D8B1-C97A4E15-9E3E822E-1C1499DE,2970641645_DAT,Cowboy Blue Stonewash Denim Jeans,Male Legs,"Dressing up or dressing down? Either way, these are the jeans. [#Legal]"
,,87075219-1FA14727-86F4F640-8A8D9915,2965584224_DAT,Villain's Bottom,Male Legs,Tenue en élasthanne pour vilain. [#Legal]
,,870C4B59-931D42FF-9DCE7468-6C1AF356,3436038732_DAT,"Sports Towel (Red, M)",Male Tors,A red sports towel worn around the neck while walking around shirtless.[#Legal]
,,870DBC10-B8A74F53-A8DFF353-201A6292,2682016711_DAT,Item Shop,Minigame,
,,870E5949-52A4456C-84C6BA36-314DC11D,141629190_DAT,Power Suit Trousers (Female),Female Legs,Add these trousers to the jacket to continue your executive look. [#Legal]
,,870E7A3D-42C84A48-899B3F2A-CB4BA8E9,2921681538_DAT,Aurora Twitcher Outfit (Female),Female Outfits,Dress yourself as an Aurora Invader! [#Legal]
,,8715ABAB-3EEA4FA8-9EF074EA-53FF49E3,883878887_DAT,Los Angeles Lakers,Female Tors,Los Angeles Lakers. [#Legal]
,,87233FE9-F4184A4D-AE461666-11C4EFCB,3644506414_DAT,GST - UK Dance Pack (Male),Animation,"Celebrating the ""Best of British"". This pack includes 'Drunk Dance', 'Northern Soul' and 'Praise' dances. [#Legal]"
,,8727C06F-A9184A1C-A764473B-C46C669F,1520878355_DAT,Reaper's Cowl (for Male),Male Hat,Ideal for trick or treaters! Available for a limited time! [#Legal]
,,87353802-89E442FB-9230AF73-E01A6B68,3981870495_DAT,Electric Pink Contact Lenses (for Male),Male Glasses,Have eyes that surprise in these vivid contact lenses. [#Legal]
,,873EC24C-BA6F4779-A1F5246E-8739299B,4175450073_DAT,Atlanta Hawks NBA Jersey,Male Tors,Atlanta Hawks NBA Jersey. [#Legal]
,,87499BEE-A6224255-8C0BDDA2-6316B3BF,4170878485_DAT,Vintage Sunglasses,Female Glasses,
,,8752DDC7-DBC141EC-83254189-7144E652,699746247_DAT,Woody Hat,Male Hat,A cowboy needs a good hat.[#Legal]
,,8754DC81-E6514C66-8C982D53-B3D859CA,632227824_DAT,Playground Black Leather Suit Top,Male Tors,Make sure you’ve got your antiperspirant handy. [#Legal]
,,87551734-05F64BE2-AAAC815C-031F4A1C,1382831627_DAT,Park Penny Farthing,Locomotion,
,,8755A334-557E4C8A-82A1E99C-94FFA748,3336884953_DAT,Drey Fitted Three Quarter Sleeve Jacket - Lagoon,Female Tors,Bright colours and a bold cut combine to produce some eye-catching garments. [#Legal]
,,87576BFE-20D84BBD-8C400DC6-99CCA632,745108970_DAT,Asuka Wig,Female Hat,Asuka's costume from TEKKEN 6.\n  Collect all pieces to complete the costume set![#Legal]
,,875ADB21-3FF545FF-8610FA08-94D9D689,2154072648_DAT,Bodycon Dress - Black,Female Outfits,"The slinkiest of dresses, ideal for cocktail parties, nights of dancing, or even days out with friends. [#Legal]"
,,8762D429-448E46A6-B2080978-5AF2DC03,948565135_DAT,SOCOM: FTB Snow Camo (Boots),Male Feet,Boots for snow camouflage. [#Legal]
,,8769C70E-36BA49E1-A51C97F0-2140733B,3643582311_DAT,Drey Dewdrop Earring - Green (Right Ear),Female JewelRightEar,Drey's playful jewellery perfectly complements any bright and cheerful outfit. [#Legal]
,,876E8311-C78842B5-B3780D7A-8D5F3A97,15570948_DAT,Game Shop,Minigame,
,,877B4DEF-E4C24059-BCCE69F9-B5A1DF6A,1229212323_DAT,Loco Badge (Kulche/men's),Male HeadPhones,
,,878672E0-07C14321-8B0A7734-781D5B8F,917099512_DAT,Raven Companion,Companion,"Quoth the raven, `Nevermore.' [#Legal]"
,,878EC38D-322C45E0-874750F2-078DB411,3627354631_DAT,Leena Dress - Blue,Female Outfits,"All-over printed dress with clean finish curved seams, back keyhole detail &amp; front slouchy pockets [#Legal]"
